CATEGORY,CND CODE,LEVEL,BOTTOM LEVEL YES/NO,CATEGORY DESCRIPTION ITALIAN,CND CODE DESCRIPTION ITALIAN,CATEGORY DESCRIPTION,CND CODE DESCRIPTION
A,A019011,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI E KIT PER INFUSIONE OSSEA E VERTEBROPLASTICA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INTRAOSSEOUS INFUSION AND VERTEBROPLASTY INFUSION NEEDLES AND KITS
A,A019012,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI E SISTEMI PER LOCALIZZAZIONE DEI NODULI MAMMARI E DI ALTRE STRUTTURE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",BREAST NODULES AND OTHER STRUCTURES LOCALISATION NEEDLES AND SYSTEMS
A,A019013,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI PER INTRODUZIONE PERCUTANEA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",PERCUTANEOUS NEEDLES
A,A019014,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI E KIT PER PUNTURA LOMBARE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",LUMBAR PUNCTURE NEEDLES AND KITS
A,A019015,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI EPICRANICI PERI- E NEO-NATALI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",PERI- AND NEO-NATAL EPICRANIAL NEEDLES
A,A019016,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI PER BRACHITERAPIA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",BRACHYTHERAPY NEEDLES 
A,A019099,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI PER PROCEDURE VARIE - ALTRI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",NEEDLES FOR OTHER PROCEDURES - OTHER
A,A0199,3,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",AGHI - ALTRI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",NEEDLES - OTHER
A,A02,2,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",SYRINGES
A,A0201,3,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",SINGLE-USE SYRINGES
A,A020101,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE A PERDITA DI RESISTENZA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",LOSS-OF-RESISTANCE SYRINGES
A,A020102,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, SINGLE-USE "
A,A02010201,5,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER CONE, SINGLE-USE"
A,A0201020101,6,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A DUE PEZZI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, 2-PIECE LUER CONE, SINGLE-USE"
A,A020102010101,7,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A DUE PEZZI CON AGO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, 2-PIECE LUER CONE, 2-PIECE WITH NEEDLE, SINGLE-USE"
A,A020102010102,7,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A DUE PEZZI SENZA AGO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, 2-PIECE LUER CONE, 2-PIECE WITHOUT NEEDLE, SINGLE-USE"
A,A0201020102,6,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A TRE PEZZI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER CONE, 3-PIECE"
A,A020102010201,7,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A TRE PEZZI CON AGO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER CONE, 3-PIECE WITH NEEDLE, SINGLE-USE"
A,A020102010202,7,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER A TRE PEZZI SENZA AGO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER CONE, 3-PIECE WITHOUT NEEDLE, SINGLE-USE"
A,A02010202,5,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER LOCK CONE, SINGLE-USE"
A,A0201020201,6,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK A TRE PEZZI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER LOCK CONE, 3-PIECE, SINGLE-USE"
A,A020102020101,7,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK A TRE PEZZI CON AGO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER LOCK CONE, 3-PIECE WITH NEEDLE, SINGLE-USE"
A,A020102020102,7,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO LUER LOCK A TRE PEZZI SENZA AGO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, LUER LOCK CONE, 3-PIECE WITHOUT NEEDLE, SINGLE-USE"
A,A02010203,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON CONO CATETERE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, CATHETER CONE, SINGLE-USE"
A,A02010204,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO SENZA CONO CON AGO FISSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES, WITHOUT CONE, WITH FIXED NEEDLE, SINGLE-USE"
A,A02010205,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO CON SISTEMA DI SICUREZZA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION AND IRRIGATION SYRINGES WITH SAFETY SYSTEM, SINGLE-USE"
A,A02010299,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE ED IRRIGAZIONE MONOUSO - ALTRE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION AND IRRIGATION SYRINGES - OTHER
A,A020104,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","SIRINGHE PER INIETTORE, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","SYRINGES FOR INJECTORS, SINGLE-USE"
A,A02010401,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","SIRINGHE PER INIETTORE DI MEZZI DI CONTRASTO, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","SYRINGES FOR CONTRAST MEDIA INJECTOR, SINGLE-USE"
A,A02010499,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","SIRINGHE PER INIETTORE, MONOUSO - ALTRE","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","SYRINGES FOR INJECTOR, SINGLE-USE - OTHER"
A,A020105,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE E KIT PER EMOGASANALISI CON AGO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","BLOOD GAS ANALYSIS, SYRINGES WITH NEEDLES AND KITS"
A,A02010501,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE E KIT PER EMOGASANALISI CON AGO SENZA SISTEMA DI SICUREZZA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","BLOOD GAS ANALYSIS, SYRINGES WITH NEEDLE W/O SAFETY SYSTEM AND KITS "
A,A02010502,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE E KIT PER EMOGASANALISI CON AGO CON SISTEMA DI SICUREZZA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","BLOOD GAS ANALYSIS, SYRINGES WITH SAFETY NEEDLE AND KITS "
A,A020106,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER INSULINA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INSULIN SYRINGES, SINGLE-USE "
A,A02010601,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER INSULINA CON AGO FISSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INSULIN SYRINGES WITH FIXED NEEDLE, SINGLE-USE "
A,A02010602,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER INSULINA SENZA AGO FISSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INSULIN SYRINGES W/O FIXED NEEDLES, SINGLE-USE"
A,A02010603,5,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER INSULINA CON SISTEMA DI SICUREZZA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INSULIN SYRINGES WITH SAFETY SYSTEM, SINGLE-USE "
A,A0201060301,6,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER INSULINA CON SISTEMA DI SICUREZZA CON AGO FISSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INSULIN SYRINGES WITH SAFETY SYSTEMS AND FIXED NEEDLES, SINGLE-USE"
A,A0201060302,6,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER INSULINA CON SISTEMA DI SICUREZZA SENZA AGO FISSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INSULIN SYRINGES WITH SAFETY SYSTEMS W/O FIXED NEEDLE, SINGLE-USE"
A,A02010699,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER INSULINA - ALTRE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INSULIN SYRINGES, SINGLE-USE - OTHER"
A,A020107,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE PRERIEMPITE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",PREFILLED SYRINGES
A,A02010701,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE PRERIEMPITE DI FISIOLOGICA STERILE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",PREFILLED SYRINGES WITH STERILE PHYSIOLOGICAL SOLUTION
A,A02010702,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE PRERIEMPITE DI ACQUA STERILE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",PREFILLED SYRINGES WITH STERILE WATER
A,A02010799,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE PRERIEMPITE - ALTRE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",PREFILLED SYRINGES - OTHER
A,A020108,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE PER NUTRIZIONE ENTERALE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",ENTERAL FEEDING SYRINGES
A,A020109,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO PER TUBERCOLINA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","TUBERCULIN SYRINGES, SINGLE-USE "
A,A020199,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE MONOUSO - ALTRE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","SYRINGES, SINGLE-USE - OTHER"
A,A0202,3,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE RIUTILIZZABILI ,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",REUSABLE SYRINGES
A,A020201,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA INFUSIONE RIUTILIZZABILI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",REUSABLE INFUSION SYRINGES
A,A020202,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE DA IRRIGAZIONE RIUTILIZZABILI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",REUSABLE IRRIGATION SYRINGES
A,A020203,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE PER TUBOFIALA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",CARTRIDGE SYRINGES
A,A020299,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE RIUTILIZZABILI - ALTRE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",REUSABLE SYRINGES - OTHER
A,A0280,3,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE - ACCESSORI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",SYRINGES - ACCESSORIES
A,A0299,3,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SIRINGHE - ALTRE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",SYRINGES - OTHER
A,A03,2,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",APPARATI TUBOLARI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",TUBULAR DEVICES
A,A0301,3,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",FLOW CONTROLLERS
A,A030101,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER INFUSIONE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION CONTROLLERS
A,A03010101,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI CON E SENZA PRESA D'ARIA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION CONTROLLERS WITH OR W/O AIR INLET
A,A03010102,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI CON FILTRO IN LINEA (CONTENGONO ANCHE DEFLUSSORI PER TERAPIA TRASFUSIONALE),"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION CONTROLLERS WITH FILTER (ALSO TRANSFUSION CONTROLLERS)
A,A03010103,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI CON REGOLATORE DI FLUSSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION CONTROLLERS WITH FLOW REGULATOR
A,A03010104,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI MICROGOCCIOLATORI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION MICRO-CONTROLLERS
A,A03010105,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER POMPA INFUSIONALE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION PUMP CONTROLLERS
A,A03010199,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER INFUSIONE - ALTRI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",INFUSION CONTROLLERS - OTHER
A,A030102,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER IRRIGAZIONE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",IRRIGATION CONTROLLERS
A,A03010201,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI ARTROSCOPICI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",ARTHROSCOPIC IRRIGATION CONTROLLERS
A,A03010202,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI UROLOGICI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",UROLOGICAL IRRIGATION CONTROLLERS
A,A03010299,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER IRRIGAZIONE - ALTRI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",IRRIGATION CONTROLLERS - OTHER
A,A030103,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER NUTRIZIONE ENTERALE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",ENTERAL FEEDING CONTROLLERS
A,A03010301,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER GRAVITA',"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",ENTERAL FEEDING GRAVITY CONTROLLERS
A,A03010302,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER POMPA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",ENTERAL FEEDING PUMP CONTROLLERS
A,A03010399,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI PER NUTRIZIONE ENTERALE - ALTRI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",ENTERAL FEEDING CONTROLLERS - OTHER
A,A030104,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",REGOLATORI DI FLUSSO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",FLOW REGULATORS
A,A030105,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SISTEMI PER RISCALDAMENTO DEI FLUIDI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",FLUIDS HEATING SYSTEMS
A,A030199,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",DEFLUSSORI - ALTRI,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",CONTROLLERS - OTHER
A,A0302,3,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",LINEE DI PROLUNGAMENTO,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",EXTENSION LINES
A,A030201,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",PROLUNGHE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",EXTENSIONS
A,A03020101,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",PROLUNGHE A BASSA PRESSIONE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",LOW PRESSURE EXTENSION LINES
A,A03020102,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",PROLUNGHE AD ALTA PRESSIONE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",HIGH PRESSURE EXTENSION LINES
A,A03020199,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",PROLUNGHE - ALTRE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",EXTENSIONS - OTHER
A,A0303,3,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",SISTEMI PER INFUSIONE RAPIDA (ALTO FLUSSO),"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",RAPID INFUSION SYSTEMS (HIGH FLOW)
A,A0304,3,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",KIT PER SOMMINISTRAZIONE,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",ADMINISTRATION KITS
A,A030401,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER INFUSIONE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION KITS (INCLUDING THOSE VIA PUMP), SINGLE-USE"
A,A03040101,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA",KIT PER INFUSIONE SOTTOCUTANEA CONTINUA DI INSULINA,"DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION",KITS FOR CONTINUOUS SUBCUTANEOUS INSULIN INFUSION
A,A03040102,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER INFUSIONE INTRAOSSEA, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INTRAOSSEOUS INFUSION KITS, SINGLE-USE"
A,A03040199,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER INFUSIONE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO - ALTRI","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","INFUSION KITS (WITH OR W/O PUMP), SINGLE-USE - OTHER"
A,A030402,4,NO,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER IRRIGAZIONE, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","IRRIGATION KITS, SINGLE-USE"
A,A03040201,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER IRRIGAZIONE VESCICALE, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","BLADDER IRRIGATION KITS, SINGLE-USE"
A,A03040202,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER IRRIGAZIONE OCULARE, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","OCULAR IRRIGATION KITS, SINGLE-USE"
A,A03040203,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER IRRIGAZIONE PERINEALE, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","PERINEAL IRRIGATION KITS, SINGLE-USE"
A,A03040204,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER IRRIGAZIONE DELL'ORECCHIO, MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","EAR IRRIGATION KITS, SINGLE-USE"
A,A03040299,5,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER IRRIGAZIONE, MONOUSO - ALTRI","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","IRRIGATION KITS, SINGLE-USE - OTHER"
A,A030403,4,YES,"DISPOSITIVI PER SOMMINISTRAZIONE, PRELIEVO E RACCOLTA","KIT PER NUTRIZIONE ENTERALE (INCLUSI QUELLI ATTRAVERSO POMPA), MONOUSO","DEVICES FOR ADMINISTRATION, WITHDRAWAL AND COLLECTION","ENTERAL NUTRITION KITS (INCLUDING THOSE VIA PUMP), SINGLE-USE"
